ts_code,name,management,found_date,fund_type,invest_type,benchmark,m_fee,c_fee,manager,net_asset,ann_date,2017,2018,2019,2020,2021,2022,all
010922.OF,朱雀匠心一年持有,朱雀基金,20201221,混合型,混合型,中证800指数收益率*50%+中证港股通综合指数(人民币)收益率*25%+中债综合全价(总值)指数收益率*25%,1.5,0.2,梁跃军,25.58,20211231,,,,0.0043999999999999595,0.12146555157307856,-0.12535511363636373,-0.014800000000000035
011020.OF,财通资管消费精选C,财通证券资管,20201218,混合型,灵活配置型,沪深300指数收益率*60%+中债综合指数收益率*40%,1.5,0.25,于洋,0.13,20211231,,,,0.04820000000000002,0.051898492654073654,-0.18855432613821874,-0.10529999999999995
010989.OF,南方中证全指房地产ETF联接E,南方基金,20201218,股票型,被动指数型,中证全指房地产指数收益率*95%+银行人民币活期存款利率(税后)*5%,0.5,0.1,罗文杰,0.26,20211231,,,,-0.00550080220032091,-0.057616962433740544,-0.015040352164343334,-0.07689663075865236
010244.OF,平安瑞尚六个月持有C,平安基金,20201218,混合型,混合型,中证全债指数收益率*85%+沪深300指数收益率*15%,0.6,0.1,韩克,0.11,20211231,,,,0.0047999999999999154,0.04249601910828044,-0.007064439140811525,0.040100000000000025
010990.OF,南方中证申万有色金属ETF联接E,南方基金,20201218,股票型,被动指数型,中证申万有色金属指数收益率*95%+银行人民币活期存款利率(税后)*5%,0.5,0.1,崔蕾,1.69,20211231,,,,0.015037593984962308,0.32335802469135816,-0.1022464363012165,0.20591478696741855
010239.OF,平安瑞尚六个月持有A,平安基金,20201218,混合型,混合型,中证全债指数收益率*85%+沪深300指数收益率*15%,0.6,0.1,韩克,0.82,20211231,,,,0.004999999999999893,0.047661691542288616,-0.006648304682305913,0.04590000000000005
010338.OF,国投瑞银远见成长A,国投瑞银基金,20201217,混合型,混合型,中证800指数收益率*60%+中证港股通综合指数收益率*20%+中债综合指数收益率*20%,1.5,0.25,孙文龙,12.12,20211231,,,,0.0016000000000000458,-0.02735623003194897,-0.04947649353315532,-0.07399999999999995
010286.OF,海富通成长价值A,海富通基金,20201217,混合型,混合型,中证800指数收益率*75%+中证全债指数收益率*20%+恒生指数收益率(按估值汇率折算)*5%,1.5,0.25,范庭芳 黄峰,22.48,20211231,,,,0.014499999999999957,-0.07008378511582054,-0.11172355310578763,-0.16200000000000003
009978.OF,银华招利一年持有期C,银华基金,20201217,混合型,混合型,中债综合指数(全价)收益率*85%+沪深300指数收益率*10%+恒生指数收益率(使用估值汇率调整)*5%,0.8,0.2,程桯 邹维娜,1.18,20211231,,,,0.00039999999999995595,0.01389444222311078,-0.004436557231588237,0.009800000000000031
010659.OF,民生加银质量领先A,民生加银基金,20201217,混合型,混合型,中证800指数收益率*60%+中债综合指数收益率*20%+恒生综合指数收益率(经汇率估值调整)*20%,1.5,0.25,柳世庆,28.62,20211231,,,,0.009600000000000053,-0.10390253565768631,-0.0943959323532662,-0.18069999999999997
010660.OF,民生加银质量领先C,民生加银基金,20201217,混合型,混合型,中证800指数收益率*60%+中债综合指数收益率*20%+恒生综合指数收益率(经汇率估值调整)*20%,1.5,0.25,柳世庆,1.35,20211231,,,,0.009400000000000075,-0.10748959778085995,-0.09468309468309473,-0.1844
009977.OF,银华招利一年持有期A,银华基金,20201217,混合型,混合型,中债综合指数(全价)收益率*85%+沪深300指数收益率*10%+恒生指数收益率(使用估值汇率调整)*5%,0.8,0.2,程桯 邹维娜,6.55,20211231,,,,0.0004999999999999449,0.018090954522738636,-0.004123306499116417,0.014399999999999968
010339.OF,国投瑞银远见成长C,国投瑞银基金,20201217,混合型,混合型,中证800指数收益率*60%+中证港股通综合指数收益率*20%+中债综合指数收益率*20%,1.5,0.25,孙文龙,1.31,20211231,,,,0.0014000000000000679,-0.031156381066507005,-0.04978354978354968,-0.07809999999999995
010287.OF,海富通成长价值C,海富通基金,20201217,混合型,混合型,中证800指数收益率*75%+中证全债指数收益率*20%+恒生指数收益率(按估值汇率折算)*5%,1.5,0.25,范庭芳 黄峰,2.37,20211231,,,,0.01419999999999999,-0.07759810688227173,-0.11223944414751467,-0.16949999999999998
009904.OF,民生加银中证200指数增强A,民生加银基金,20201216,股票型,增强指数型,中证200指数收益率*95%+银行活期存款利率(税后)*5%,1.0,0.2,何江,0.12,20211231,,,,0.054400000000000004,-0.0011380880121396907,-0.08934675275351307,-0.04090000000000005
010525.OF,富国天兴回报C,富国基金,20201216,混合型,混合型,中债综合全价指数收益率*80%+沪深300指数收益率*15%+恒生指数收益率(使用估值汇率折算)*5%,0.8,0.15,周宁 黄兴,3.25,20211231,,,,0.0039000000000000146,0.08357406116147036,-0.026383526383526538,0.05909999999999993
010489.OF,鹏华优选成长C,鹏华基金,20201216,混合型,混合型,沪深300指数收益率*70%+中证综合债指数收益率*30%,1.5,0.25,蒋鑫,1.1,20211231,,,,0.0008999999999999009,-0.08032770506544103,-0.10635524171645844,-0.1774
010775.OF,博时恒旭一年持有A,博时基金,20201216,混合型,混合型,中债综合财富(总值)指数收益率*75%+沪深300指数收益率*15%+中证港股通综合指数收益率*5%+银行活期存款利率(税后)*5%,0.6,0.15,王申,18.29,20211231,,,,0.0008999999999999009,0.01438705165351203,-0.011720673692504699,0.0034000000000000696
010805.OF,西藏东财中证新能源汽车A,西藏东财基金,20201216,股票型,被动指数型,中证新能源汽车指数收益率*95%+银行活期存款利率(税后)*5%,0.5,0.05,吴逸 姚楠燕,5.32,20211231,,,,0.052999999999999936,0.45479582146248826,-0.10261766433840329,0.37470000000000003
010723.OF,中欧价值成长A,中欧基金,20201216,混合型,混合型,中证800指数收益率*70%+银行活期存款利率(税后)*20%+中证港股通综合指数(人民币)收益率*10%,1.5,0.25,王健,34.88,20211231,,,,0.011500000000000066,-0.02303509639149787,-0.06597854685286372,-0.07699999999999996
010776.OF,博时恒旭一年持有C,博时基金,20201216,混合型,混合型,中债综合财富(总值)指数收益率*75%+沪深300指数收益率*15%+中证港股通综合指数收益率*5%+银行活期存款利率(税后)*5%,0.6,0.15,王申,1.91,20211231,,,,0.0006999999999999229,0.010292795043469548,-0.012067260138476636,-0.0011999999999999789
009905.OF,民生加银中证200指数增强C,民生加银基金,20201216,股票型,增强指数型,中证200指数收益率*95%+银行活期存款利率(税后)*5%,1.0,0.2,何江,0.02,20211231,,,,0.054300000000000015,-0.004173385184482557,-0.08962758357938858,-0.04420000000000002
009626.OF,浦银安盛养老2040三年持有,浦银安盛基金,20201216,混合型,混合型,中债综合指数收益率*51%+中证800指数收益率*49%,0.8,0.15,王爽,0.16,20211231,,,,0.008099999999999996,-0.01765697847435774,-0.067252347773402,-0.07630000000000003
010403.OF,华商景气优选,华商基金,20201216,混合型,混合型,沪深300指数收益率*80%+中债总全价(总值)指数收益率*20%,1.5,0.25,李双全,0.77,20211231,,,,0.06630000000000003,0.22217012097908645,-0.08901166359729887,0.18720000000000003
010401.OF,新华安康多元收益一年持有A,新华基金,20201216,混合型,混合型,中债综合指数(财富)收益率*80%+沪深300指数收益率*15%+金融机构人民币活期存款利率(税后)*5%,0.7,0.15,姚秋,6.2,20211231,,,,0.0042999999999999705,0.052773075774171,-0.010971342097796117,0.045700000000000074
010618.OF,兴业消费精选C,兴业基金,20201216,混合型,混合型,中证内地消费主题指数收益率*75%+中债综合全价指数收益率*25%,1.5,0.15,冯烜 蒋丽丝,1.85,20211231,,,,0.023400000000000087,-0.1264412741840923,-0.07505592841163317,-0.17310000000000003
010341.OF,招商产业精选A,招商基金,20201216,股票型,股票型,沪深300指数收益率*75%+中证全债指数收益率*15%+恒生指数收益率(使用估值汇率折算)*10%,1.5,0.25,贾成东,33.33,20211231,,,,0.03370000000000006,-0.11299216407081358,-0.05682189988003057,-0.1352
010027.OF,景顺长城核心中景一年持有,景顺长城基金,20201216,混合型,混合型,沪深300指数收益率*60%+中证港股通综合指数(人民币)收益率*20%+中证综合债券指数收益率*20%,1.5,0.25,余广,69.68,20211231,,,,0.012399999999999967,-0.10124456736467792,-0.09022969557094193,-0.17220000000000002
010724.OF,中欧价值成长C,中欧基金,20201216,混合型,混合型,中证800指数收益率*70%+银行活期存款利率(税后)*20%+中证港股通综合指数(人民币)收益率*10%,1.5,0.25,王健,2.43,20211231,,,,0.01110000000000011,-0.03075857976461292,-0.06663265306122451,-0.08530000000000004
010342.OF,招商产业精选C,招商基金,20201216,股票型,股票型,沪深300指数收益率*75%+中证全债指数收益率*15%+恒生指数收益率(使用估值汇率折算)*10%,1.5,0.25,贾成东,3.13,20211231,,,,0.033400000000000096,-0.12008902651441851,-0.057406796436819556,-0.14290000000000003
010402.OF,新华安康多元收益一年持有C,新华基金,20201216,混合型,混合型,中债综合指数(财富)收益率*80%+沪深300指数收益率*15%+金融机构人民币活期存款利率(税后)*5%,0.7,0.15,姚秋,0.4,20211231,,,,0.0040999999999999925,0.04850114530425253,-0.011208206686930122,0.040999999999999925
010806.OF,西藏东财中证新能源汽车C,西藏东财基金,20201216,股票型,被动指数型,中证新能源汽车指数收益率*95%+银行活期存款利率(税后)*5%,0.5,0.05,吴逸 姚楠燕,4.46,20211231,,,,0.05279999999999996,0.44908814589665663,-0.10291033036182487,0.36860000000000004
009566.OF,汇安泓阳三年持有,汇安基金,20201216,混合型,混合型,沪深300指数收益率*75%+中国债券总指数收益率*25%,1.5,0.2,邹唯,21.05,20211231,,,,0.08089999999999997,0.4686835044870015,-0.1325354330708661,0.3771
010162.OF,广发瑞安精选C,广发基金,20201216,股票型,股票型,沪深300指数收益率*65%+中证全债指数收益率*20%+人民币计价的恒生指数收益率*15%,1.5,0.25,费逸,0.86,20211231,,,,0.012899999999999912,0.1686247408431238,-0.09740643744191937,0.06840000000000002
010756.OF,兴华永兴A,兴华基金,20201216,混合型,混合型,沪深300指数收益率*80%+中债综合指数收益率*20%,1.5,0.25,冷文鹏,0.34,20211231,,,,0.011800000000000033,0.1837809843842657,-0.11856985800704926,0.05573260000000002
010757.OF,兴华永兴C,兴华基金,20201216,混合型,混合型,沪深300指数收益率*80%+中债综合指数收益率*20%,1.5,0.25,冷文鹏,0.01,20211231,,,,0.011600000000000055,0.17905995452748122,-0.11883818818238283,0.050994339999999916
010267.OF,兴全安泰积极养老目标五年,兴证全球基金,20201216,混合型,混合型,中证偏股型基金指数收益率*70%+中债综合(全价)指数收益率*30%,0.8,0.15,林国怀,11.07,20211231,,,,0.011400000000000077,0.0792960253114493,-0.03554415536826672,0.05279999999999996
010314.OF,大摩内需增长,摩根士丹利华鑫基金,20201216,混合型,混合型,沪深300指数收益率*80%+中证综合债指数收益率*20%,1.5,0.25,王大鹏,6.14,20211231,,,,0.0032000000000000917,-0.1363636363636365,-0.11438134810710984,-0.23270000000000002
009810.OF,易方达悦通一年持有A,易方达基金,20201216,混合型,混合型,中债新综合指数(财富)收益率*90%+沪深300指数收益率*10%,0.6,0.15,张雅君,13.08,20210331,,,,0.00019999999999997797,0.06488702259548086,-0.011829875129095809,0.05249999999999999
010161.OF,广发瑞安精选A,广发基金,20201216,股票型,股票型,沪深300指数收益率*65%+中证全债指数收益率*20%+人民币计价的恒生指数收益率*15%,1.5,0.25,费逸,9.76,20211231,,,,0.01309999999999989,0.17332938505576964,-0.0971649701354422,0.07319999999999993
009811.OF,易方达悦通一年持有C,易方达基金,20201216,混合型,混合型,中债新综合指数(财富)收益率*90%+沪深300指数收益率*10%,0.6,0.15,张雅君,0.61,20210331,,,,0.0,0.06059999999999999,-0.01206864039223074,0.047800000000000065
010617.OF,兴业消费精选A,兴业基金,20201216,混合型,混合型,中证内地消费主题指数收益率*75%+中债综合全价指数收益率*25%,1.5,0.15,冯烜 蒋丽丝,1.46,20211231,,,,0.023600000000000065,-0.1221180148495507,-0.07456042733140435,-0.1684
010488.OF,鹏华优选成长A,鹏华基金,20201216,混合型,混合型,沪深300指数收益率*70%+中证综合债指数收益率*30%,1.5,0.25,蒋鑫,40.76,20211231,,,,0.0012000000000000899,-0.07291250499400725,-0.10568842921784107,-0.16990000000000005
010515.OF,富国天兴回报A,富国基金,20201216,混合型,混合型,中债综合全价指数收益率*80%+沪深300指数收益率*15%+恒生指数收益率(使用估值汇率折算)*5%,0.8,0.15,周宁 黄兴,50.14,20211231,,,,0.0040000000000000036,0.08794820717131478,-0.026091733040373495,0.06380000000000008
010667.OF,安信价值回报三年C,安信基金,20201215,混合型,混合型,沪深300指数收益率*65%+中债综合指数收益率*30%+恒生指数收益率*5%,1.5,0.25,张明 陈一峰,0.0,20211231,,,,0.06163187855787489,-0.0071315793236576734,-0.022522175843791566,0.030321024667931826
010783.OF,德邦沪港深龙头A,德邦基金,20201214,混合型,混合型,恒生指数收益率*60%+中证全债指数收益率*30%+沪深300指数收益率*10%,1.5,0.25,郭成东,0.77,20211231,,,,0.012299999999999978,-0.01550923639237374,-0.047762392133253145,-0.051000000000000045
010784.OF,德邦沪港深龙头C,德邦基金,20201214,混合型,混合型,恒生指数收益率*60%+中证全债指数收益率*30%+沪深300指数收益率*10%,1.5,0.25,郭成东,0.35,20211231,,,,0.012199999999999989,-0.017980636237897644,-0.04788732394366195,-0.05359999999999998
009367.OF,浦银安盛科技创新一年定开C,浦银安盛基金,20201214,混合型,混合型,中国战略新兴产业成份指数收益率*60%+中证全债指数收益率*30%+恒生指数收益率*10%,1.5,0.25,褚艳辉,0.15,20210331,,,,0.017099999999999893,0.0426703372333105,-0.12230080150872234,-0.06920000000000004
010194.OF,博时睿祥15个月定开A,博时基金,20201214,混合型,混合型,沪深300指数收益率*70%+中债综合财富(总值)指数收益率*30%,0.8,0.1,张锦,2.34,20210331,,,,0.009200000000000097,0.1271304003170827,-0.10531868131868125,0.01770000000000005
009366.OF,浦银安盛科技创新一年定开A,浦银安盛基金,20201214,混合型,混合型,中国战略新兴产业成份指数收益率*60%+中证全债指数收益率*30%+恒生指数收益率*10%,1.5,0.25,褚艳辉,2.45,20210331,,,,0.017300000000000093,0.04688882335594205,-0.12206572769953042,-0.06499999999999995
010195.OF,博时睿祥15个月定开C,博时基金,20201214,混合型,混合型,沪深300指数收益率*70%+中债综合财富(总值)指数收益率*30%,0.8,0.1,张锦,0.01,20210331,,,,0.008899999999999908,0.12151848547923487,-0.10561201944321692,0.01200000000000001
009627.OF,天弘睿新三个月定开A,天弘基金,20201214,混合型,混合型,中证全债指数收益率*80%+沪深300指数收益率*20%,0.4,0.05,刘洋 陈钢,4.44,20210930,,,,0.015800000000000036,0.04804095294349277,-0.006950967499530409,0.05719999999999992
009628.OF,天弘睿新三个月定开C,天弘基金,20201214,混合型,混合型,中证全债指数收益率*80%+沪深300指数收益率*20%,0.4,0.05,刘洋 陈钢,0.54,20210930,,,,0.015800000000000036,0.0479425083677889,-0.006951620479098237,0.05709999999999993
010991.OF,长盛同鑫行业配置C,长盛基金,20201211,混合型,混合型,沪深300指数*60%+中证全债指数*40%,1.5,0.25,陈亘斯,0.03,20211231,,,,0.01971447994561517,0.1293333333333333,-0.09681227863046041,0.04010876954452749
010678.OF,中欧均衡成长A,中欧基金,20201211,混合型,混合型,中证800指数收益率*70%+银行活期存款利率(税后)*20%+中证港股通综合指数(人民币)收益率*10%,1.5,0.25,王健,22.64,20211231,,,,0.0121,-0.003161742910779658,-0.061453067697492265,-0.053100000000000036
