ts_code,name,management,fund_type,found_date,m_fee,c_fee,benchmark,invest_type,market,manager,net_asset,ann_date,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,all
516290.SH,光伏ETF基金,汇添富基金,股票型,20210809,0.15,0.05,中证光伏产业指数收益率,被动指数型,E,董瑾,2.65,20230630,,,,,,,,,,0.04390000000000005,-0.18986492959095702,-0.13491781955776277,-0.26839999999999997
159875.SZ,新能源ETF,嘉实基金,股票型,20210809,0.5,0.1,中证新能源指数收益率,被动指数型,E,田光远,10.94,20230630,,,,,,,,,,0.030899999999999928,-0.2658841788728295,-0.11878964059196614,-0.33309999999999995
159767.SZ,电池龙头ETF,兴银基金,股票型,20210806,0.5,0.1,国证新能源车电池指数收益率,被动指数型,E,刘帆,1.68,20230630,,,,,,,,,,-0.0020000000000000018,-0.28226452905811616,-0.06366047745358101,-0.32930000000000004
560660.SH,云50ETF,新华基金,股票型,20210805,0.5,0.1,中证云计算50指数收益率,被动指数型,E,张霖 邓岳,0.66,20230630,,,,,,,,,,-0.035499999999999976,-0.2245723172628305,0.39831528279181716,0.04580000000000006
516930.SH,生物科技ETF基金,民生加银基金,股票型,20210805,0.5,0.1,中证生物科技主题指数收益率,被动指数型,E,何江,0.48,20230630,,,,,,,,,,-0.13180000000000003,-0.27044459801888965,-0.11840858856962419,-0.4416
159713.SZ,稀土ETF,富国基金,股票型,20210805,0.5,0.1,中证稀土产业指数收益率,被动指数型,E,曹璐迪,3.0,20230630,,,,,,,,,,0.05499999999999994,-0.2644549763033175,-0.006314432989690742,-0.2289
159840.SZ,锂电池ETF,工银瑞信基金,股票型,20210805,0.45,0.07,国证新能源车电池指数收益率,被动指数型,E,刘伟琳,14.37,20230630,,,,,,,,,,-0.013399999999999967,-0.28562740725724717,-0.06569239500567538,-0.3415
560500.SH,500质量成长ETF,鹏扬基金,股票型,20210804,0.45,0.05,中证500质量成长指数收益率,被动指数型,E,施红俊,7.82,20230630,,,,,,,,,,0.07010000000000005,-0.16643304364078126,-0.025448430493273604,-0.13070000000000004
516710.SH,新材料50ETF,华夏基金,股票型,20210804,0.5,0.1,中证新材料主题指数收益率,被动指数型,E,司帆,1.15,20230630,,,,,,,,,,-0.02410000000000001,-0.29552208218055126,-0.04523636363636366,-0.3436
561910.SH,电池ETF,招商基金,股票型,20210804,0.5,0.1,中证电池主题指数收益率,被动指数型,E,许荣漫,6.4,20230630,,,,,,,,,,-0.0007000000000000339,-0.2917041929350545,-0.1135914100028257,-0.37260000000000004
517800.SH,人工智能50ETF,方正富邦基金,股票型,20210804,0.5,0.1,中证沪港深人工智能50指数收益率,被动指数型,E,吴昊 徐维君,0.75,20230630,,,,,,,,,,-0.06040000000000001,-0.3082162622392507,0.12015384615384607,-0.27190000000000003
513590.SH,香港消费ETF,鹏华基金,股票型,20210803,0.5,0.1,中证港股通消费主题指数收益率,被动指数型,E,张羽翔,0.68,20230630,,,,,,,,,,-0.11639999999999995,-0.15572657311000457,0.03619302949061665,-0.22699999999999998
517010.SH,沪港深500ETF指数,易方达基金,股票型,20210803,0.15,0.05,中证沪港深500指数收益率,被动指数型,E,李栩,0.48,20230630,,,,,,,,,,-0.02529999999999999,-0.1456858520570432,0.04695568632160445,-0.12819999999999998
159790.SZ,碳中和ETF,华夏基金,股票型,20210730,0.5,0.1,中证内地低碳经济主题指数收益率,被动指数型,E,严筱娴,30.7,20230630,,,,,,,,,,0.043199999999999905,-0.2545053680981595,-0.0815224379580814,-0.28569999999999995
159786.SZ,VRETF,银华基金,股票型,20210729,0.5,0.1,中证虚拟现实主题指数收益率,被动指数型,E,张亦驰 张凯 谭跃峰,2.05,20230630,,,,,,,,,,0.14189999999999992,-0.43751642000175145,0.19943951424567957,-0.22960000000000003
159864.SZ,光伏50ETF,国泰基金,股票型,20210728,0.5,0.1,中证光伏产业指数收益率,被动指数型,E,徐成城,6.09,20230630,,,,,,,,,,0.03180000000000005,-0.17338631517736,-0.12756477898933052,-0.2559
516920.SH,芯片ETF基金,汇添富基金,股票型,20210727,0.15,0.05,中证芯片产业指数收益率,被动指数型,E,乐无穹,4.24,20230630,,,,,,,,,,-0.0696,-0.3705932932072227,0.09511612021857918,-0.3587
517380.SH,创新药沪港深ETF,天弘基金,股票型,20210727,0.5,0.1,恒生沪深港创新药精选50指数收益率,被动指数型,E,贺雨轩,2.53,20230630,,,,,,,,,,-0.16820000000000002,-0.17420052897331093,-0.12197962154294045,-0.39680000000000004
516720.SH,ESGETF,浦银安盛基金,股票型,20210722,0.5,0.1,中证ESG120策略指数收益率,被动指数型,E,高钢杰,0.52,20230630,,,,,,,,,,-0.00019999999999997797,-0.1801360272054411,0.07173356105892395,-0.12150000000000005
159838.SZ,医药ETF基金,博时基金,股票型,20210722,0.5,0.1,中证医药50指数收益率,被动指数型,E,赵云阳,2.8,20230630,,,,,,,,,,-0.08709999999999996,-0.2302552305838537,-0.07541263517359126,-0.35019999999999996
516260.SH,物联网50ETF,华夏基金,股票型,20210722,0.5,0.1,中证物联网主题指数收益率,被动指数型,E,李俊,1.13,20230630,,,,,,,,,,0.03479999999999994,-0.33871279474294547,0.19319012129183105,-0.1835
159757.SZ,电池30ETF,景顺长城基金,股票型,20210721,0.5,0.1,国证新能源车电池指数收益率,被动指数型,E,张晓南 汪洋,5.18,20230630,,,,,,,,,,-0.0032999999999999696,-0.280626066017859,-0.0615062761506275,-0.32709999999999995
159752.SZ,新能源龙头ETF,申万菱信基金,股票型,20210720,0.5,0.1,中证内地新能源主题指数收益率,被动指数型,E,王赟杰,3.6,20230630,,,,,,,,,,0.08719999999999994,-0.3015084621044886,-0.12233342112193836,-0.3335
159710.SZ,智能电车ETF,建信基金,股票型,20210715,0.5,0.1,中证智能电动汽车指数收益率,被动指数型,E,龚佳佳,0.5,20230630,,,,,,,,,,0.026499999999999968,-0.33297613248904046,0.005695093457943947,-0.3113
159766.SZ,旅游ETF,富国基金,股票型,20210715,0.5,0.1,中证旅游主题指数收益率,被动指数型,E,曹璐迪,29.51,20230630,,,,,,,,,,0.0040000000000000036,0.12151394422310746,-0.16687388987566595,-0.061899999999999955
516580.SH,新能源主题ETF,博时基金,股票型,20210715,0.5,0.1,中证新能源指数收益率,被动指数型,E,尹浩,1.31,20230630,,,,,,,,,,0.06000000000000005,-0.28047169811320755,-0.12547528517110265,-0.33299999999999996
588060.SH,科创50ETF龙头,广发基金,股票型,20210715,0.5,0.1,上证科创板50成份指数收益率,被动指数型,E,陆志明,12.74,20230630,,,,,,,,,,-0.09730000000000005,-0.3208153317824305,0.017615397161963843,-0.3761
516100.SH,互联网金融ETF,华夏基金,股票型,20210713,0.5,0.1,中证金融科技主题指数收益率,被动指数型,E,徐猛,0.44,20230630,,,,,,,,,,0.010499999999999954,-0.20098960910440372,0.2678969531830568,0.023700000000000054
562880.SH,电池ETF基金,嘉实基金,股票型,20210713,0.5,0.1,中证电池主题指数收益率,被动指数型,E,田光远,3.41,20230630,,,,,,,,,,0.060799999999999965,-0.29119532428355954,-0.11638733705772815,-0.3357
513700.SH,香港医药ETF,鹏华基金,股票型,20210713,0.5,0.1,中证港股通医药卫生综合指数收益率,被动指数型,E,张羽翔,7.6,20230630,,,,,,,,,,-0.31289999999999996,-0.0943094163877166,-0.14141089506668805,-0.4657
516270.SH,新能源50ETF,华安基金,股票型,20210709,0.5,0.1,中证内地新能源主题指数收益率,被动指数型,E,刘璇子,2.83,20230630,,,,,,,,,,0.06499999999999995,-0.3019718309859155,-0.1209308582189938,-0.34650000000000003
516890.SH,新材料ETF平安,平安基金,股票型,20210709,0.5,0.1,中证新材料主题指数收益率,被动指数型,E,刘洁倩,0.4,20230630,,,,,,,,,,0.023400000000000087,-0.29763533320304875,-0.048970506399554824,-0.3164
159729.SZ,互联网ETF,汇添富基金,股票型,20210708,0.15,0.05,中证沪港深互联网指数收益率,被动指数型,E,乐无穹,1.14,20230630,,,,,,,,,,-0.1593,-0.22933269894135835,0.14228395061728386,-0.25980000000000003
159847.SZ,医疗50ETF,易方达基金,股票型,20210708,0.15,0.05,中证医疗指数收益率,被动指数型,E,张湛,4.97,20230630,,,,,,,,,,-0.25070000000000003,-0.2331509408781529,-0.15489035851026806,-0.5144
517120.SH,沪港深创新药ETF,华泰柏瑞基金,股票型,20210708,0.5,0.1,中证沪港深创新药产业指数收益率,被动指数型,E,柳军,3.5,20230630,,,,,,,,,,-0.20640000000000003,-0.19997479838709672,-0.10489840919829893,-0.4317
159720.SZ,智能电车ETF泰康,泰康基金,股票型,20210707,0.5,0.1,中证智能电动汽车指数收益率,被动指数型,E,魏军,0.81,20230630,,,,,,,,,,0.06319999999999992,-0.33079382994732875,0.008011243851018871,-0.28280000000000005
561900.SH,沪深300ESGETF,招商基金,股票型,20210706,0.5,0.1,沪深300ESG基准指数收益率,被动指数型,E,刘重杰,0.63,20230630,,,,,,,,,,-0.034599999999999964,-0.19152682825771708,0.0649583600256247,-0.16879999999999995
159747.SZ,香港科技ETF,南方基金,股票型,20210702,0.5,0.15,经估值汇率调整的中证香港科技指数收益率,被动指数型,E,朱恒红 罗文杰,3.43,20230630,,,,,,,,,,-0.2743,-0.2558908639933857,0.07833333333333334,-0.41769999999999996
588360.SH,科创创业ETF,国泰基金,股票型,20210629,0.5,0.1,中证科创创业50指数收益率,被动指数型,E,黄岳,5.59,20230630,,,,,,,,,,-0.1261,-0.2731433802494565,-0.04345088161209062,-0.39239999999999997
588330.SH,双创龙头ETF,华宝基金,股票型,20210629,0.5,0.1,中证科创创业50指数收益率,被动指数型,E,胡洁,9.63,20230630,,,,,,,,,,-0.15669999999999995,-0.2790228862800902,-0.048684210526315726,-0.4216
159782.SZ,双创50ETF基金,银华基金,股票型,20210629,0.5,0.1,中证科创创业50指数收益率,被动指数型,E,王帅,7.83,20230630,,,,,,,,,,-0.1634,-0.27874731054267265,-0.0551872721246271,-0.42989999999999995
588380.SH,创50ETF,富国基金,股票型,20210629,0.5,0.1,中证科创创业50指数收益率,被动指数型,E,曹璐迪,17.75,20230630,,,,,,,,,,-0.14429999999999998,-0.2809395816290757,-0.05216967333008274,-0.41679999999999995
159781.SZ,双创50ETF,易方达基金,股票型,20210628,0.5,0.1,中证科创创业50指数收益率,被动指数型,E,伍臣东 成曦,66.12,20230630,,,,,,,,,,-0.16259999999999997,-0.2819441127298783,-0.05454847829702302,-0.4315
588300.SH,双创ETF,招商基金,股票型,20210625,0.5,0.1,中证科创创业50指数收益率,被动指数型,E,苏燕青,16.95,20230630,,,,,,,,,,-0.14859999999999995,-0.2760159736903924,-0.05304996755353659,-0.4163
588400.SH,双创50ETF,嘉实基金,股票型,20210625,0.5,0.1,中证科创创业50指数收益率,被动指数型,E,李直,18.36,20230630,,,,,,,,,,-0.14959999999999996,-0.2808090310442145,-0.05134074558534987,-0.41979999999999995
516830.SH,300ESGETF,富国基金,股票型,20210624,0.5,0.1,沪深300ESG基准指数收益率,被动指数型,E,蔡卡尔,2.15,20230630,,,,,,,,,,-0.045499999999999985,-0.1950759559979047,0.0679422100741898,-0.1795
159783.SZ,双创基金ETF,华夏基金,股票型,20210624,0.5,0.1,中证科创创业50指数收益率,被动指数型,E,徐猛,42.46,20230630,,,,,,,,,,-0.15390000000000004,-0.28117243824607024,-0.0542584676093389,-0.42479999999999996
159780.SZ,双创ETF,南方基金,股票型,20210624,0.5,0.1,中证科创创业50指数收益率,被动指数型,E,崔蕾,33.1,20230630,,,,,,,,,,-0.15559999999999996,-0.28327806726669835,-0.053866490416391216,-0.4274
159859.SZ,生物医药ETF,天弘基金,股票型,20210624,0.5,0.1,国证生物医药指数收益率,被动指数型,E,沙川 贺雨轩,29.2,20230630,,,,,,,,,,-0.18130000000000002,-0.27580310247954076,-0.16984314386911784,-0.5078
588180.SH,科创50ETF基金,国联安基金,股票型,20210624,0.3,0.05,上证科创板50成份指数收益率,被动指数型,E,章椹元 黄欣,21.93,20230630,,,,,,,,,,-0.10350000000000004,-0.309425543781372,0.019382975286706527,-0.3689
516970.SH,基建50ETF,广发基金,股票型,20210623,0.5,0.1,中证基建工程指数收益率,被动指数型,E,霍华明,69.09,20230630,,,,,,,,,,0.2107000000000001,-0.12216073345998194,0.20812946932630794,0.28400000000000003
513980.SH,港股科技50ETF,景顺长城基金,股票型,20210621,0.5,0.1,中证港股通科技指数(人民币)指数收益率,被动指数型,E,张晓南,43.11,20230630,,,,,,,,,,-0.31110000000000004,-0.24749600812890113,0.05671296296296293,-0.45220000000000005
159708.SZ,红利ETF,西部利得基金,股票型,20210618,0.4,0.08,深证红利指数收益率,被动指数型,E,蔡路平,1.82,20230630,,,,,,,,,,-0.07389999999999997,-0.18885649497894402,0.06815761448349311,-0.1976
510990.SH,180ESGETF,工银瑞信基金,股票型,20210618,0.45,0.1,中证180ESG指数收益率,被动指数型,E,邓皓友,0.58,20230630,,,,,,,,,,-0.013299999999999979,-0.16286611938785858,0.05653753026634392,-0.12729999999999997
517360.SH,沪港深科技ETF,华安基金,股票型,20210618,0.5,0.1,中证沪港深科技100指数收益率,被动指数型,E,倪斌,0.6,20230630,,,,,,,,,,-0.0958,-0.20603848706038488,0.15057807494079953,-0.17400000000000004
159716.SZ,深创100ETF,华宝基金,股票型,20210618,0.5,0.1,深证创新100指数收益率,被动指数型,E,蒋俊阳,1.27,20230630,,,,,,,,,,-0.00770000000000004,-0.27390910007054314,0.06370575988896592,-0.23360000000000003
159899.SZ,软件龙头ETF,招商基金,股票型,20210618,0.5,0.1,中证全指软件指数收益率,被动指数型,E,苏燕青,1.82,20230630,,,,,,,,,,-0.028100000000000014,-0.23232842885070482,0.24741991690121967,-0.06930000000000003
159709.SZ,物联网ETF工银,工银瑞信基金,股票型,20210618,0.45,0.07,深证物联网50指数收益率,被动指数型,E,李锐敏,1.1,20230630,,,,,,,,,,0.012499999999999956,-0.307358024691358,0.23128475688007985,-0.13649999999999995
561500.SH,漂亮50ETF,华泰柏瑞基金,股票型,20210617,0.5,0.1,中证企业核心竞争力50指数收益率,被动指数型,E,谭弘翔,0.81,20230630,,,,,,,,,,-0.10309999999999997,-0.18786932768424572,0.06053534660260798,-0.22740000000000005
159881.SZ,有色60ETF,国泰基金,股票型,20210617,0.5,0.1,中证有色金属指数收益率,被动指数型,E,徐成城,1.6,20230630,,,,,,,,,,0.22039999999999993,-0.18125204850868565,0.038931144915932796,0.03810000000000002
159721.SZ,深创龙头ETF,永赢基金,股票型,20210617,0.15,0.05,深证创新100指数收益率,被动指数型,E,万纯,0.68,20230630,,,,,,,,,,-0.01749999999999996,-0.27725190839694663,0.0616814533164344,-0.24609999999999999
513860.SH,港股通科技ETF,海富通基金,股票型,20210617,0.5,0.1,中证港股通科技指数收益率,被动指数型,E,江勇,4.92,20230630,,,,,,,,,,-0.30989999999999995,-0.24981886683089405,0.05505118794668721,-0.4538
159872.SZ,智能网联汽车ETF,鹏华基金,股票型,20210616,0.5,0.1,中证车联网主题指数收益率,被动指数型,E,罗英宇,0.58,20230630,,,,,,,,,,0.08990000000000009,-0.28213597577759436,0.19465746421267893,-0.06530000000000002
516980.SH,证券ETF先锋,华富基金,股票型,20210615,0.5,0.1,中证证券公司先锋策略指数收益率,被动指数型,E,李孝华 郜哲,0.23,20230630,,,,,,,,,,0.14539999999999997,-0.25458355159769513,0.2257875629464808,0.046699999999999964
159755.SZ,电池ETF,广发基金,股票型,20210615,0.5,0.1,国证新能源车电池指数收益率,被动指数型,E,罗国庆,57.06,20230630,,,,,,,,,,0.2621,-0.2980746375089137,-0.06603454114459871,-0.17259999999999998
159725.SZ,线上消费ETF,工银瑞信基金,股票型,20210611,0.45,0.07,中证线上消费主题指数收益率,被动指数型,E,史宝珖,0.42,20230630,,,,,,,,,,-0.0373,-0.313493300093487,0.30836737781812673,-0.13529999999999998
516570.SH,化工行业ETF,易方达基金,股票型,20210609,0.15,0.05,中证石化产业指数收益率,被动指数型,E,宋钊贤,0.32,20230630,,,,,,,,,,0.05580000000000007,-0.22845235840121242,-0.019396022587773183,-0.20120000000000005
516650.SH,有色50ETF,华夏基金,股票型,20210609,0.5,0.1,中证细分有色金属产业主题指数收益率,被动指数型,E,赵宗庭,0.55,20230630,,,,,,,,,,0.2148000000000001,-0.184145538360224,0.041973564726061924,0.03269999999999995
159745.SZ,建材ETF,国泰基金,股票型,20210609,0.5,0.1,中证全指建筑材料指数收益率,被动指数型,E,黄岳,10.04,20230630,,,,,,,,,,-0.0020999999999999908,-0.22146507666098805,0.0016733170292186482,-0.2218
516820.SH,医疗创新ETF,平安基金,股票型,20210609,0.5,0.1,中证医药及医疗器械创新指数收益率,被动指数型,E,钱晶,12.01,20230630,,,,,,,,,,-0.25129999999999997,-0.29197275277147056,-0.20577140701622035,-0.5789
513360.SH,教育ETF,博时基金,股票型,20210608,0.5,0.15,中证全球中国教育主题指数(人民币)收益率,被动指数型,E,万琼,3.66,20230630,,,,,,,,,,-0.5367999999999999,0.14356649395509488,0.1232773267887484,-0.405
516380.SH,智能电动车ETF,华宝基金,股票型,20210604,0.5,0.1,中证智能电动汽车指数收益率,被动指数型,E,陈建华,1.48,20230630,,,,,,,,,,0.22409999999999997,-0.328813005473409,0.012414800389483917,-0.16820000000000002
516390.SH,新能源汽车ETF,汇添富基金,股票型,20210603,0.15,0.05,中证新能源汽车产业指数收益率,被动指数型,E,过蓓蓓,5.29,20230630,,,,,,,,,,0.2589999999999999,-0.2868149324861,-0.07138084632516709,-0.16610000000000003
516910.SH,物流ETF,富国基金,股票型,20210603,0.5,0.1,中证现代物流指数收益率,被动指数型,E,张圣贤,1.25,20230630,,,,,,,,,,0.1443000000000001,-0.09490518220746309,-0.02027418420544519,0.014799999999999924
159891.SZ,医疗ETF基金,建信基金,股票型,20210527,0.5,0.1,中证全指医疗保健设备与服务指数收益率,被动指数型,E,龚佳佳,1.29,20230630,,,,,,,,,,-0.22619999999999996,-0.20547945205479454,-0.11743656473649974,-0.45740000000000003
159898.SZ,器械ETF,招商基金,股票型,20210527,0.5,0.1,中证全指医疗器械指数收益率,被动指数型,E,许荣漫,2.52,20230630,,,,,,,,,,-0.18120000000000003,-0.2010258915486077,-0.10103943748089277,-0.41190000000000004
