ts_code,name,management,found_date,fund_type,invest_type,benchmark,m_fee,c_fee
017451.OF,国富估值优势C,国海富兰克林基金,20221213,混合型,灵活配置型,沪深300指数收益率*40%+恒生指数收益率*30%+中债综合指数收益率*30%,1.5,0.25
017037.OF,嘉实低碳精选C,嘉实基金,20221213,混合型,混合型,中证内地低碳经济主题指数收益率*80%+中证港股通综合指数收益率*10%+中债综合财富指数收益率*10%,1.5,0.25
017016.OF,博时五月佳5个月持有C,博时基金,20221213,混合型,混合型,中债新综合全价(总值)指数收益率*80%+沪深300指数收益率*15%+银行活期存款利率(税后)*5%,0.5,0.1
017043.OF,汇添富品质价值,汇添富基金,20221212,混合型,混合型,沪深300指数收益率*60%+恒生指数收益率(使用估值汇率折算)*20%+中证国债指数收益率*20%,1.5,0.25
017194.OF,建信弘利C,建信基金,20221212,混合型,灵活配置型,沪深300指数收益率*65%+中债总财富(总值)指数收益率*35%,1.5,0.25
017101.OF,华宝宝通30天持有C,华宝基金,20221209,债券型,债券型,中债综合财富(1年以下)指数收益率*80%+一年期定期存款基准利率(税后)*20%,0.2,0.05
016506.OF,太平绿色纯债一年定开,太平基金,20221209,债券型,债券型,中债—中国绿色债券全价指数收益率,0.3,0.1
017014.OF,万家优享平衡C,万家基金,20221209,混合型,混合型,中证全债指数收益率*55%+沪深300指数收益率*40%+恒生指数收益率*5%,1.5,0.25
017092.OF,景顺长城纳斯达克科技市值加权A美元现汇,景顺长城基金,20221209,股票型,被动指数型,纳斯达克科技市值加权指数收益率(使用估值汇率调整)*95%+银行活期存款利率(税后)*5%,0.8,0.25
017091.OF,景顺长城纳斯达克科技市值加权A,景顺长城基金,20221209,股票型,被动指数型,纳斯达克科技市值加权指数收益率(使用估值汇率调整)*95%+银行活期存款利率(税后)*5%,0.8,0.25
017013.OF,万家优享平衡A,万家基金,20221209,混合型,混合型,中证全债指数收益率*55%+沪深300指数收益率*40%+恒生指数收益率*5%,1.5,0.25
015958.OF,财通资管双安C,财通证券资管,20221209,债券型,债券型,中债综合指数(全价)收益率*95%+沪深300指数收益率*5%,0.55,0.1
017366.OF,泰康新锐成长C,泰康基金,20221209,混合型,混合型,中证800成长指数收益率*60%+恒生指数收益率*20%+中债新综合全价(总值)指数收益率*20%,1.5,0.25
015957.OF,财通资管双安A,财通证券资管,20221209,债券型,债券型,中债综合指数(全价)收益率*95%+沪深300指数收益率*5%,0.55,0.1
017585.OF,华润元大润泽D,华润元大基金,20221209,债券型,债券型,中债综合全价(总值)指数收益率,0.3,0.1
016967.OF,南方旺元60天滚动持有E,南方基金,20221209,债券型,债券型,中债总财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%,0.25,0.05
017093.OF,景顺长城纳斯达克科技市值加权C,景顺长城基金,20221209,股票型,被动指数型,纳斯达克科技市值加权指数收益率(使用估值汇率调整)*95%+银行活期存款利率(税后)*5%,0.8,0.25
014287.OF,泰康新锐成长A,泰康基金,20221209,混合型,混合型,中证800成长指数收益率*60%+恒生指数收益率*20%+中债新综合全价(总值)指数收益率*20%,1.5,0.25
016168.OF,嘉实丰和C,嘉实基金,20221209,混合型,灵活配置型,沪深300指数收益率*80%+中债总财富指数收益率*20%,1.5,0.25
016366.OF,东方红同业存单指数7天持有,东证资管,20221209,债券型,被动指数型,中证同业存单AAA指数收益率*95%+银行活期存款利率(税后)*5%,0.2,0.05
017586.OF,华润元大润丰D,华润元大基金,20221209,债券型,债券型,中债综合(全价)指数收益率*80%+一年期定期存款利率(税后)*20%,0.3,0.1
017314.OF,国泰利享安益短债A,国泰基金,20221209,债券型,债券型,中债-综合财富(1年以下)指数收益率*90%+一年期定期存款基准利率(税后)*10%,0.2,0.05
017315.OF,国泰利享安益短债C,国泰基金,20221209,债券型,债券型,中债-综合财富(1年以下)指数收益率*90%+一年期定期存款基准利率(税后)*10%,0.2,0.05
017100.OF,华宝宝通30天持有A,华宝基金,20221209,债券型,债券型,中债综合财富(1年以下)指数收益率*80%+一年期定期存款基准利率(税后)*20%,0.2,0.05
016264.OF,嘉实新起航C,嘉实基金,20221209,混合型,灵活配置型,沪深300*50%+中债总指数*50%,0.6,0.15
016549.OF,永赢消费龙头智选A,永赢基金,20221208,混合型,混合型,中证消费龙头指数收益率*70%+中债-综合指数(全价)收益率*20%+中证港股通综合指数收益率(人民币)*10%,1.5,0.05
016203.OF,嘉合胶东经济圈中高等级信用债一年定开,嘉合基金,20221208,债券型,债券型,中证中诚信胶东经济圈国企信用债中高等级指数收益率*80%+中债综合全价(总值)指数收益率*20%,0.3,0.1
016550.OF,永赢消费龙头智选C,永赢基金,20221208,混合型,混合型,中证消费龙头指数收益率*70%+中债-综合指数(全价)收益率*20%+中证港股通综合指数收益率(人民币)*10%,1.5,0.05
016502.OF,永赢新兴消费智选A,永赢基金,20221208,混合型,混合型,中证全指主要消费指数收益率*70%+中债-综合指数(全价)收益率*20%+中证港股通综合指数收益率(人民币)*10%,1.5,0.1
016503.OF,永赢新兴消费智选C,永赢基金,20221208,混合型,混合型,中证全指主要消费指数收益率*70%+中债-综合指数(全价)收益率*20%+中证港股通综合指数收益率(人民币)*10%,1.5,0.1
017307.OF,招商鑫嘉中短债A,招商基金,20221208,债券型,债券型,中债综合财富(1-3年)指数收益率*70%+一年期定期存款利率(税后)*30%,0.2,0.05
017123.OF,景顺长城景泰臻利纯债A,景顺长城基金,20221208,债券型,债券型,中债综合全价(总值)指数收益率,0.3,0.1
017308.OF,招商鑫嘉中短债C,招商基金,20221208,债券型,债券型,中债综合财富(1-3年)指数收益率*70%+一年期定期存款利率(税后)*30%,0.2,0.05
017124.OF,景顺长城景泰臻利纯债C,景顺长城基金,20221208,债券型,债券型,中债综合全价(总值)指数收益率,0.3,0.1
015766.OF,东方专精特新C,东方基金,20221207,混合型,混合型,中证1000指数收益率*70%+中债综合全价指数收益率*20%+恒生指数收益率(使用估值汇率调整)*10%,1.5,0.25
017511.OF,鹏华稳健回报C,鹏华基金,20221207,混合型,混合型,沪深300指数收益率*70%+中证综合债指数收益率*30%,1.5,0.25
017469.OF,嘉实上证科创板芯片联接A,嘉实基金,20221207,股票型,被动指数型,上证科创板芯片指数收益率*95%+银行活期存款利率(税后)*5%,0.5,0.1
016011.OF,西部利得沣享A,西部利得基金,20221207,债券型,债券型,中债-综合全价(总值)指数收益率,0.3,0.1
016012.OF,西部利得沣享C,西部利得基金,20221207,债券型,债券型,中债-综合全价(总值)指数收益率,0.3,0.1
017426.OF,国富深化价值C,国海富兰克林基金,20221207,混合型,混合型,沪深300指数*85%+中债国债总指数(全价)*15%,1.5,0.25
016838.OF,国新国证鑫颐中短债A,国新国证基金,20221207,债券型,债券型,中债综合财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%,0.3,0.1
016839.OF,国新国证鑫颐中短债C,国新国证基金,20221207,债券型,债券型,中债综合财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%,0.3,0.1
017153.OF,汇添富鑫悦C,汇添富基金,20221207,债券型,债券型,中债综合全价(总值)指数收益率*95%+银行活期存款利率(税后)*5%,0.3,0.1
017470.OF,嘉实上证科创板芯片联接C,嘉实基金,20221207,股票型,被动指数型,上证科创板芯片指数收益率*95%+银行活期存款利率(税后)*5%,0.5,0.1
017152.OF,汇添富鑫悦A,汇添富基金,20221207,债券型,债券型,中债综合全价(总值)指数收益率*95%+银行活期存款利率(税后)*5%,0.3,0.1
015765.OF,东方专精特新A,东方基金,20221207,混合型,混合型,中证1000指数收益率*70%+中债综合全价指数收益率*20%+恒生指数收益率(使用估值汇率调整)*10%,1.5,0.25
017544.OF,浙商惠裕纯债C,浙商基金,20221206,债券型,债券型,中债总指数(全价)收益率,0.3,0.1
014009.OF,华安养老目标日期2045五年,华安基金,20221206,混合型,混合型,中证800指数收益率*69%+中债综合财富(总值)指数收益率*31%,0.8,0.2
017227.OF,富国中证全指家用电器联接C,富国基金,20221206,股票型,被动指数型,中证全指家用电器指数收益率*95%+银行活期存款利率(税后)*5%,0.5,0.1
016410.OF,鹏扬同业存单指数7天持有,鹏扬基金,20221206,债券型,被动指数型,中证同业存单AAA指数收益率*95%+银行活期存款利率(税后)*5%,0.2,0.05
017126.OF,华宝中证港股通互联网联接C,华宝基金,20221206,股票型,被动指数型,中证港股通互联网指数收益率(经估值汇率调整后)*95%+人民币银行活期存款利率(税后)*5%,0.5,0.1
017125.OF,华宝中证港股通互联网联接A,华宝基金,20221206,股票型,被动指数型,中证港股通互联网指数收益率(经估值汇率调整后)*95%+人民币银行活期存款利率(税后)*5%,0.5,0.1
016776.OF,嘉实中证1000指数增强A,嘉实基金,20221206,股票型,增强指数型,中证1000指数收益率*95%+银行活期存款利率(税后)*5%,1.0,0.1
016956.OF,中融恒润纯债C,中融基金,20221206,债券型,债券型,中债综合指数(全价)收益率,0.3,0.1
016955.OF,中融恒润纯债A,中融基金,20221206,债券型,债券型,中债综合指数(全价)收益率,0.3,0.1
016777.OF,嘉实中证1000指数增强C,嘉实基金,20221206,股票型,增强指数型,中证1000指数收益率*95%+银行活期存款利率(税后)*5%,1.0,0.1
016170.OF,中欧盈选平衡6个月持有A,中欧基金,20221206,混合型,混合型,中证偏股基金指数收益率*50%+中债综合财富(总值)指数收益率*50%,0.9,0.15
016171.OF,中欧盈选平衡6个月持有C,中欧基金,20221206,混合型,混合型,中证偏股基金指数收益率*50%+中债综合财富(总值)指数收益率*50%,0.9,0.15
015714.OF,格林聚鑫增强C,格林基金,20221206,债券型,债券型,中债综合财富指数收益率*85%+沪深300指数收益率*15%,0.6,0.1
017226.OF,富国中证全指家用电器联接A,富国基金,20221206,股票型,被动指数型,中证全指家用电器指数收益率*95%+银行活期存款利率(税后)*5%,0.5,0.1
017311.OF,大成景宁一年定开,大成基金,20221206,债券型,债券型,中债-综合全价(总值)指数收益率*90%+银行活期存款利率(税后)*10%,0.3,0.1
015713.OF,格林聚鑫增强A,格林基金,20221206,债券型,债券型,中债综合财富指数收益率*85%+沪深300指数收益率*15%,0.6,0.1
016512.OF,嘉实长三角ESG,嘉实基金,20221205,债券型,债券型,中债-交行长三角ESG优选信用债指数收益率,0.3,0.1
016962.OF,国联安中证1000指数增强A,国联安基金,20221205,股票型,增强指数型,中证1000指数收益率*95%+银行活期存款利率(税后)*5%,1.0,0.1
017536.OF,东方红优享红利沪港深C,东证资管,20221205,混合型,灵活配置型,中证红利指数收益率*60%+恒生指数收益率*20%+中国债券总指数收益率*20%,1.5,0.25
016948.OF,国泰利安中短债C,国泰基金,20221205,债券型,债券型,中债总财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%,0.2,0.05
017310.OF,创金合信利泽纯债C,创金合信基金,20221205,债券型,债券型,中债新综合财富(总值)指数收益率,0.3,0.1
015842.OF,国投瑞银专精特新量化选股A,国投瑞银基金,20221205,混合型,混合型,中证1000指数收益率*80%+中债综合指数收益率*15%+中证港股通综合指数收益率*5%,1.5,0.25
017076.OF,宝盈半导体产业C,宝盈基金,20221205,混合型,混合型,中证半导体产业指数收益率*60%+中证港股通综合指数(人民币)收益率*20%+商业银行人民币活期存款利率(税后)*20%,1.5,0.25
016447.OF,平安双盈添益A,平安基金,20221205,债券型,债券型,中证综合债券指数收益率*80%+1年期定期存款利率(税后)*10%+中证可转换债券指数收益率*10%,0.8,0.2
017155.OF,民生加银专精特新智选C,民生加银基金,20221205,混合型,混合型,中证1000指数收益率*80%+中债综合全价(总值)指数收益率*20%,1.5,0.15
017463.OF,信诚优质纯债C,中信保诚基金,20221205,债券型,债券型,中证综合债指数收益率,0.5,0.1
015843.OF,国投瑞银专精特新量化选股C,国投瑞银基金,20221205,混合型,混合型,中证1000指数收益率*80%+中债综合指数收益率*15%+中证港股通综合指数收益率*5%,1.5,0.25
017309.OF,创金合信利泽纯债A,创金合信基金,20221205,债券型,债券型,中债新综合财富(总值)指数收益率,0.3,0.1
016947.OF,国泰利安中短债A,国泰基金,20221205,债券型,债券型,中债总财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%,0.2,0.05
970203.OF,银河水星聚利中短债E,银河金汇,20221205,债券型,债券型,中债-综合财富(1-3年)指数收益率*85%+一年期定期存款利率(税后)*15%,0.3,0.08
017075.OF,宝盈半导体产业A,宝盈基金,20221205,混合型,混合型,中证半导体产业指数收益率*60%+中证港股通综合指数(人民币)收益率*20%+商业银行人民币活期存款利率(税后)*20%,1.5,0.25
017154.OF,民生加银专精特新智选A,民生加银基金,20221205,混合型,混合型,中证1000指数收益率*80%+中债综合全价(总值)指数收益率*20%,1.5,0.15
970202.OF,银河水星聚利中短债C,银河金汇,20221205,债券型,债券型,中债-综合财富(1-3年)指数收益率*85%+一年期定期存款利率(税后)*15%,0.3,0.08
016963.OF,国联安中证1000指数增强C,国联安基金,20221205,股票型,增强指数型,中证1000指数收益率*95%+银行活期存款利率(税后)*5%,1.0,0.1
970201.OF,银河水星聚利中短债A,银河金汇,20221205,债券型,债券型,中债-综合财富(1-3年)指数收益率*85%+一年期定期存款利率(税后)*15%,0.3,0.08
017537.OF,东方红远见价值C,东证资管,20221205,混合型,混合型,沪深300指数收益率*60%+恒生指数收益率(经汇率估值调整)*20%+中债综合指数收益率*20%,1.5,0.25
017494.OF,东方红多元策略C,东证资管,20221205,混合型,混合型,沪深300指数收益率*70%+银行活期存款利率(税后)*20%+恒生指数收益率(经汇率估值调整)*10%,1.5,0.25
