ts_code,name,management,custodian,fund_type,found_date,due_date,list_date,issue_date,delist_date,issue_amount,m_fee,c_fee,duration_year,p_value,min_amount,exp_return,benchmark,status,invest_type,type,trustee,purc_startdate,redm_startdate,market
012587.OF,南方港股创新视野一年持有C,南方基金,浦发银行,混合型,20211228,,,20211116,,0.1915,1.5,0.25,,1.0,0.0001,,恒生综合指数收益率*60%+中债综合指数收益率*30%+中证800指数收益率*10%,L,混合型,契约型开放式,,,,O
014649.OF,永赢优质精选A,永赢基金,中国银行,混合型,20211228,,,20211227,,0.1061,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*60%+恒生指数收益率*20%+中债-综合指数(全价)收益率*20%,L,混合型,契约型开放式,,20220107,20220107,O
014088.OF,永赢稳健增强A,永赢基金,浙商银行,债券型,20211228,,,20211213,,9.8048,0.7,0.1,,1.0,0.001,,中债综合全价(总值)指数收益率*90%+沪深300指数收益率*8%+恒生综合指数收益率*2%,L,债券型,契约型开放式,,,,O
014319.OF,德邦半导体产业A,德邦基金,浦发银行,混合型,20211228,,,20211220,,0.1382,1.5,0.25,,1.0,0.001,,中证全指半导体产品与设备指数收益率*70%+中证全债指数收益率*20%+中证港股通综合指数收益率*10%,L,混合型,契约型开放式,,,,O
014544.OF,汇添富中证沪港深云计算产业指数C,汇添富基金,招商银行,股票型,20211228,,,20211220,,0.0018,0.5,0.1,,1.0,0.001,,中证沪港深云计算产业指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,,,O
014644.OF,浦银安盛盛瑞C,浦银安盛基金,广发银行,债券型,20211228,,,20211227,,0.0,0.3,0.08,,1.0,,,中证综合债指数收益率,L,债券型,契约型开放式,,,,O
014643.OF,浦银安盛盛瑞A,浦银安盛基金,广发银行,债券型,20211228,,,20211227,,2.0101,0.3,0.08,,1.0,,,中证综合债指数收益率,L,债券型,契约型开放式,,,,O
014103.OF,富安达成长价值一年持有A,富安达基金,交通银行,混合型,20211228,,,20211206,,2.2733,1.5,0.25,,1.0,0.001,,沪深300指数收益率*70%+上证国债指数收益率*30%,L,混合型,契约型开放式,,,,O
012706.OF,中银核心精选A,中银基金,招商银行,混合型,20211228,,,20211124,,5.1126,1.5,0.25,,1.0,0.001,,沪深300指数收益率*50%+恒生指数收益率*30%+中债综合全价(总值)指数收益率*20%,L,混合型,契约型开放式,,,,O
014229.OF,浦银安盛品质优选C,浦银安盛基金,交通银行,混合型,20211228,,,20211213,,1.2203,1.5,0.25,,1.0,,,沪深300指数收益率*70%+恒生指数收益率(使用估值汇率折算)*15%+中证全债指数收益率*15%,L,混合型,契约型开放式,,,,O
014228.OF,浦银安盛品质优选A,浦银安盛基金,交通银行,混合型,20211228,,,20211213,,26.2491,1.5,0.25,,1.0,,,沪深300指数收益率*70%+恒生指数收益率(使用估值汇率折算)*15%+中证全债指数收益率*15%,L,混合型,契约型开放式,,,,O
014567.OF,国泰君安善融稳健一年持有C,国泰君安资管,江苏银行,混合型,20211228,,,20211215,,0.3832,0.6,0.13,,1.0,0.0001,,中债新综合指数(财富)收益率*80%+沪深300指数收益率*20%,L,混合型,契约型开放式,,,,O
014454.OF,中银双息回报C,中银基金,招商银行,混合型,20211228,,,,,,1.5,0.25,,1.0,,,中债综合财富指数收益率*50%+中证红利全收益指数收益率*40%+恒生中国企业指数收益率*10%,L,混合型,契约型开放式,,20211228,20211229,O
012213.OF,天弘中证高端装备制造增强C,天弘基金,招商银行,股票型,20211228,,,20211011,,1.261,0.6,0.1,,1.0,0.001,,中证高端装备制造指数收益率*95%+银行活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,,,O
012707.OF,中银核心精选C,中银基金,招商银行,混合型,20211228,,,20211124,,0.1948,1.5,0.25,,1.0,0.001,,沪深300指数收益率*50%+恒生指数收益率*30%+中债综合全价(总值)指数收益率*20%,L,混合型,契约型开放式,,,,O
014453.OF,中银新动力C,中银基金,中信银行,股票型,20211228,,,,,,1.5,0.25,,1.0,,,沪深300指数收益率*80%+中债综合指数收益率*20%,L,股票型,契约型开放式,,20211228,20211229,O
012995.OF,嘉实策略视野三年持有期,嘉实基金,中国民生银行,混合型,20211228,,,20211206,,3.7185,1.5,0.25,,1.0,0.0001,,中证800指数收益率*60%+中债综合财富指数收益率*30%+恒生指数收益率*10%,L,混合型,契约型开放式,,,,O
014425.OF,博时恒生医疗保健ETF联接C,博时基金,中国农业银行,股票型,20211228,,,20211213,,0.0188,0.5,0.15,,1.0,0.0001,,恒生医疗保健指数收益率(经估值汇率调整后)*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,,,O
014424.OF,博时恒生医疗保健ETF联接A,博时基金,中国农业银行,股票型,20211228,,,20211213,,0.3424,0.5,0.15,,1.0,0.0001,,恒生医疗保健指数收益率(经估值汇率调整后)*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,,,O
013612.OF,工银瑞信民瑞一年持有C,工银瑞信基金,中国民生银行,混合型,20211228,,,20211213,,0.1008,0.8,0.15,,1.0,0.0001,,中债综合财富(总值)指数收益率*85%+沪深300指数收益率*10%+恒生指数收益率(使用估值汇率调整)*5%,L,混合型,契约型开放式,,,,O
012212.OF,天弘中证高端装备制造增强A,天弘基金,招商银行,股票型,20211228,,,20211011,,0.9271,0.6,0.1,,1.0,0.001,,中证高端装备制造指数收益率*95%+银行活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,,,O
008924.OF,建信医疗健康行业C,建信基金,杭州银行,股票型,20211228,,,20211206,,0.6279,1.5,0.25,,1.0,0.001,,中证医药卫生指数*80%+中债综合全价(总值)指数收益率*10%+恒生医疗保健指数收益率*10%,L,股票型,契约型开放式,,,,O
014446.OF,鹏华稳瑞中短债,鹏华基金,兴业银行,债券型,20211227,,,20211213,,20.8029,0.3,0.05,,1.0,0.0001,,中债综合财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%,L,债券型,契约型开放式,,,,O
013657.OF,同泰同欣A,同泰基金,平安银行,混合型,20211227,,,20210924,,0.1789,1.0,0.2,,1.0,0.001,,中债综合全价(总值)指数收益率*70%+沪深300指数收益率*20%+恒生综合指数收益率*10%,L,混合型,契约型开放式,,,,O
013658.OF,同泰同欣C,同泰基金,平安银行,混合型,20211227,,,20210924,,1.8913,1.0,0.2,,1.0,0.001,,中债综合全价(总值)指数收益率*70%+沪深300指数收益率*20%+恒生综合指数收益率*10%,L,混合型,契约型开放式,,,,O
970120.OF,兴证资管金麒麟恒睿致远一年持有B,兴证资管,中国工商银行,混合型,20211227,,,20211227,,,0.7,0.25,,1.0,,,中债综合(全价)指数收益率*80%+沪深300指数收益率*15%+恒生指数收益率*5%,L,混合型,契约型开放式,,,20211227,O
970119.OF,兴证资管金麒麟恒睿致远一年持有A,兴证资管,中国工商银行,混合型,20211227,,,,,,0.7,0.25,,1.0,,,中债综合(全价)指数收益率*80%+沪深300指数收益率*15%+恒生指数收益率*5%,L,混合型,契约型开放式,,,,O
970121.OF,兴证资管金麒麟恒睿致远一年持有C,兴证资管,中国工商银行,混合型,20211227,,,,,,0.7,0.25,,1.0,,,中债综合(全价)指数收益率*80%+沪深300指数收益率*15%+恒生指数收益率*5%,L,混合型,契约型开放式,,,,O
970050.OF,东海海睿锐意3个月定开,东海证券,中国建设银行,混合型,20211227,,,20211227,,,1.0,0.2,,1.0,,,中证800指数收益率*80%+中国债券总指数收益率*20%,L,灵活配置型,契约型开放式,,20211228,20211228,O
012876.OF,富荣福耀A,富荣基金,国泰君安,混合型,20211227,,,20211126,,0.0007,0.6,0.2,,1.0,0.0001,,沪深300指数收益率*70%+中债综合指数收益率*30%,L,混合型,契约型开放式,,,,O
970117.OF,东吴裕丰6个月持有A,东吴证券,中国银行,债券型,20211227,,,20211227,,,0.5,0.15,,1.0,,,中债综合财富(总值)指数收益率*90%+沪深300指数收益率*10%,L,债券型,契约型开放式,,,20211229,O
970118.OF,东吴裕丰6个月持有C,东吴证券,中国银行,债券型,20211227,,,,,,0.5,0.15,,1.0,,,中债综合财富(总值)指数收益率*90%+沪深300指数收益率*10%,L,债券型,契约型开放式,,,20211229,O
012877.OF,富荣福耀C,富荣基金,国泰君安,混合型,20211227,,,20211126,,3.0381,0.6,0.2,,1.0,0.0001,,沪深300指数收益率*70%+中债综合指数收益率*30%,L,混合型,契约型开放式,,,,O
014517.OF,华夏30天滚动持有A,华夏基金,浙商银行,债券型,20211227,,,20211220,,1.023,0.2,0.05,,1.0,0.0001,,中债综合财富(1年以下)指数收益率*85%+一年期定期存款利率(税后)*15%,L,债券型,契约型开放式,,,,O
014518.OF,华夏30天滚动持有C,华夏基金,浙商银行,债券型,20211227,,,20211220,,0.6949,0.2,0.05,,1.0,0.0001,,中债综合财富(1年以下)指数收益率*85%+一年期定期存款利率(税后)*15%,L,债券型,契约型开放式,,,,O
012802.OF,富国中证医药50ETF联接C,富国基金,招商银行,股票型,20211224,,,20211123,,1.5732,0.5,0.1,,1.0,0.001,,中证医药50指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,,,O
014180.OF,中银证券远见价值C,中银证券,宁波银行,混合型,20211224,,,20211201,,0.2173,1.5,0.1,,1.0,0.001,,沪深300指数收益率*80%+中债综合全价指数收益率*20%,L,混合型,契约型开放式,,,,O
013159.OF,国泰瑞鑫一年定开,国泰基金,中国邮政储蓄银行,债券型,20211224,,,20211223,,60.0,0.3,0.1,,1.0,,,中债综合指数(全价)收益率,L,债券型,契约型开放式,,,,O
014179.OF,中银证券远见价值A,中银证券,宁波银行,混合型,20211224,,,20211201,,2.3057,1.5,0.1,,1.0,0.001,,沪深300指数收益率*80%+中债综合全价指数收益率*20%,L,混合型,契约型开放式,,,,O
013733.OF,红塔红土盛丰A,红塔红土基金,宁波银行,混合型,20211224,,,20210922,,0.8068,1.2,0.15,,1.0,0.001,,沪深300指数收益率*55%+中债总指数(财富)收益率*45%,L,混合型,契约型开放式,,,,O
014383.OF,申万菱信集利三个月定开,申万菱信基金,兴业银行,债券型,20211224,,,20211220,,15.0001,0.3,0.1,,1.0,0.0001,,中证综合债指数收益率,L,债券型,契约型开放式,,,,O
013734.OF,红塔红土盛丰C,红塔红土基金,宁波银行,混合型,20211224,,,20210922,,1.2057,1.2,0.15,,1.0,0.001,,沪深300指数收益率*55%+中债总指数(财富)收益率*45%,L,混合型,契约型开放式,,,,O
009518.OF,人保福欣3个月定开C,人保资产,浦发银行,债券型,20211224,,,20210924,,0.0003,0.3,0.1,,1.0,0.001,,中债综合财富(总值)指数收益率*90%+1年期定期存款利率(税后)*10%,L,债券型,契约型开放式,,,,O
012801.OF,富国中证医药50ETF联接A,富国基金,招商银行,股票型,20211224,,,20211123,,0.6418,0.5,0.1,,1.0,0.001,,中证医药50指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,,,O
014638.OF,银华安鑫短债D,银华基金,中国建设银行,债券型,20211224,,,,,,0.3,0.1,,1.0,,,中债新综合全价(1年以下)指数收益率,L,债券型,契约型开放式,,20211224,20211224,O
009517.OF,人保福欣3个月定开A,人保资产,浦发银行,债券型,20211224,,,20210924,,2.202,0.3,0.1,,1.0,0.001,,中债综合财富(总值)指数收益率*90%+1年期定期存款利率(税后)*10%,L,债券型,契约型开放式,,,,O
013743.OF,泰信汇利三个月定开A,泰信基金,江苏银行,债券型,20211224,,,20211209,,15.501,0.3,0.1,,1.0,0.001,,中债-总全价(总值)指数收益率,L,债券型,契约型开放式,,,,O
014485.OF,汇添富中债1-3年隐含评级AA+及以上信用债C,汇添富基金,华夏银行,债券型,20211224,,,20211217,,,0.15,0.08,,1.0,0.001,,中债-市场隐含评级AA+及以上信用债(1-3年)指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,,,O
014484.OF,汇添富中债1-3年隐含评级AA+及以上信用债A,汇添富基金,华夏银行,债券型,20211224,,,20211217,,5.5502,0.15,0.08,,1.0,0.001,,中债-市场隐含评级AA+及以上信用债(1-3年)指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,,,O
012053.OF,财通资管新聚益6个月持有C,财通证券资管,上海银行,混合型,20211224,,,20210924,,0.0,0.6,0.1,,1.0,0.001,,中债综合指数收益率*70%+沪深300指数收益率*30%,L,混合型,契约型开放式,,,,O
014499.OF,南方转型增长C,南方基金,中国银行,混合型,20211224,,,,,,1.5,0.25,,1.0,,,沪深300收益率*60%+上证国债收益率*40%,L,灵活配置型,契约型开放式,,20211224,20211224,O
012052.OF,财通资管新聚益6个月持有A,财通证券资管,上海银行,混合型,20211224,,,20210924,,0.101,0.6,0.1,,1.0,0.001,,中债综合指数收益率*70%+沪深300指数收益率*30%,L,混合型,契约型开放式,,,,O
013903.OF,国泰君安信息行业,国泰君安资管,兴业银行,混合型,20211224,,,20211206,,0.3034,1.5,0.25,,1.0,0.0001,,中证TMT产业主题指数收益率*65%+中债总指数收益率*20%+中证港股通综合指数收益率*15%,L,混合型,契约型开放式,,,,O
007384.OF,国融稳益C,国融基金,江苏银行,债券型,20211224,,,20211122,,2.0015,0.3,0.1,,1.0,500.0,,中证全债指数收益率,L,债券型,契约型开放式,,20220104,20220104,O
007383.OF,国融稳益A,国融基金,江苏银行,债券型,20211224,,,20211122,,0.0534,0.3,0.1,,1.0,0.0001,,中证全债指数收益率,L,债券型,契约型开放式,,20220104,20220104,O
970104.OF,华创证券创享一年持有B,华创证券,中信银行,债券型,20211224,,,,,,0.8,0.05,,1.0,,,中债综合财富(1-3年)指数收益率*80%+沪深300指数收益率*10%+中证500指数收益率*10%,L,债券型,契约型开放式,,,,O
014642.OF,上投摩根新兴动力C,上投摩根基金,中国农业银行,混合型,20211224,,,,,,1.5,0.25,,1.0,,,中国战略新兴产业成份指数收益率*85%+上证国债指数收益率*15%,L,混合型,契约型开放式,,20211224,20211225,O
970103.OF,华创证券创享一年持有A,华创证券,中信银行,债券型,20211224,,,20211224,,,0.2,0.05,,1.0,,,中债综合财富(1-3年)指数收益率*80%+沪深300指数收益率*10%+中证500指数收益率*10%,L,债券型,契约型开放式,,,,O
014641.OF,上投摩根行业轮动C,上投摩根基金,招商银行,混合型,20211224,,,,,,1.5,0.25,,1.0,,,沪深300指数收益率*80%+上证国债指数收益率*20%,L,混合型,契约型开放式,,20211224,20211227,O
013744.OF,泰信汇利三个月定开C,泰信基金,江苏银行,债券型,20211224,,,20211209,,0.0004,0.3,0.1,,1.0,0.001,,中债-总全价(总值)指数收益率,L,债券型,契约型开放式,,,,O
013700.OF,永赢安盈90天滚动持有C,永赢基金,兴业银行,债券型,20211223,,,20211222,,0.0002,0.2,0.05,,1.0,0.0001,,中债-综合全价(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%,L,债券型,契约型开放式,,20211231,20220323,O
014292.OF,嘉实产业领先A,嘉实基金,中国银行,混合型,20211223,,,20211206,,17.0835,1.5,0.25,,1.0,0.0001,,中证800指数收益率*70%+中债综合财富指数收益率*20%+恒生指数收益率*10%,L,混合型,契约型开放式,,,,O
014581.OF,东吴阿尔法C,东吴基金,中国农业银行,混合型,20211223,,,,,,1.5,0.25,,1.0,,,沪深300指数*65%+中国债券综合全价指数*35%,L,灵活配置型,契约型开放式,,20211223,20211224,O
014390.OF,华安产业动力6个月持有C,华安基金,中国银行,混合型,20211223,,,20211206,,0.8041,1.5,0.25,,1.0,0.0001,,中证800指数收益率*65%+中债综合全价指数收益率*20%+中证港股通综合指数收益率*15%,L,混合型,契约型开放式,,,,O
012789.OF,汇添富双享回报A,汇添富基金,华夏银行,债券型,20211223,,,20210922,,1.4967,0.3,0.1,,1.0,0.001,,中债新综合财富(总值)指数收益率*85%+沪深300指数收益率*5%+恒生指数收益率(经汇率调整)*5%+金融机构人民币活期存款利率(税后)*5%,L,债券型,契约型开放式,,,,O
013858.OF,信达澳银优享C,信达澳银基金,中国邮政储蓄银行,债券型,20211223,,,20211216,,0.0015,0.4,0.1,,1.0,0.001,,中债总财富(1-3年)指数收益率,L,债券型,契约型开放式,,,,O
014142.OF,大成新能源C,大成基金,中国建设银行,混合型,20211223,,,20211208,,0.0296,1.5,0.25,,1.0,0.0001,,中证新能源指数收益率*70%+中债综合全价(总值)指数收益率*20%+中证港股通能源综合指数收益率*10%,L,混合型,契约型开放式,,,,O
014141.OF,大成新能源A,大成基金,中国建设银行,混合型,20211223,,,20211208,,0.6549,1.5,0.25,,1.0,0.0001,,中证新能源指数收益率*70%+中债综合全价(总值)指数收益率*20%+中证港股通能源综合指数收益率*10%,L,混合型,契约型开放式,,,,O
850010.OF,海通量化成长精选一年持有B,海通资管,中国工商银行,混合型,20211223,,,20211223,,,0.7,0.15,,1.0,,,中证500指数收益率*80%+商业银行活期存款利率(税后)*20%,L,混合型,契约型开放式,,,20220106,O
