ts_code,name,management,fund_type,found_date,m_fee,c_fee,benchmark,invest_type,market
159853.SZ,科技100ETF,南方基金,股票型,20210929,0.15,0.05,中证科技100指数收益率,被动指数型,E
516130.SH,消费龙头ETF,华宝基金,股票型,20210928,0.5,0.1,中证消费龙头指数收益率,被动指数型,E
159777.SZ,创科技ETF基金,国联安基金,股票型,20210927,0.5,0.1,创业板科技指数收益率,被动指数型,E
561130.SH,国货ETF,富国基金,股票型,20210927,0.5,0.1,中证新华社民族品牌工程指数收益率,被动指数型,E
159723.SZ,科技龙头ETF,汇添富基金,股票型,20210927,0.15,0.05,中证沪港深科技龙头指数收益率,被动指数型,E
516860.SH,金融科技ETF,博时基金,股票型,20210924,0.5,0.1,中证金融科技主题指数收益率,被动指数型,E
159773.SZ,创科技ETF,华泰柏瑞基金,股票型,20210923,0.5,0.1,创业板科技指数收益率,被动指数型,E
562360.SH,机器人50ETF,银华基金,股票型,20210922,0.5,0.1,中证机器人指数收益率,被动指数型,E
560000.SH,智慧电车ETF,浦银安盛基金,股票型,20210917,0.5,0.1,中证智能电动汽车指数收益率,被动指数型,E
510770.SH,G60创新ETF,申万菱信基金,股票型,20210916,0.5,0.1,上证G60战略新兴产业成份指数收益率,被动指数型,E
517030.SH,沪港深300ETF基金,易方达基金,股票型,20210915,0.15,0.05,中证沪港深300指数收益率,被动指数型,E
159792.SZ,港股通互联网ETF,富国基金,股票型,20210915,0.5,0.1,中证港股通互联网指数收益率,被动指数型,E
562800.SH,稀有金属ETF,嘉实基金,股票型,20210915,0.5,0.1,中证稀有金属主题指数收益率,被动指数型,E
159717.SZ,ESGETF,鹏华基金,股票型,20210915,0.5,0.1,国证ESG300指数收益率,被动指数型,E
159733.SZ,消费电子50ETF,景顺长城基金,股票型,20210915,0.5,0.1,中证消费电子主题指数收益率,被动指数型,E
516190.SH,文娱传媒ETF,华夏基金,股票型,20210909,0.5,0.1,中证文娱传媒指数收益率,被动指数型,E
159736.SZ,饮食ETF,天弘基金,股票型,20210909,0.5,0.1,中证食品饮料指数收益率,被动指数型,E
516560.SH,养老ETF,华宝基金,股票型,20210908,0.5,0.1,中证养老产业指数收益率,被动指数型,E
517110.SH,创新药沪深港ETF,国泰基金,股票型,20210908,0.5,0.1,中证沪港深创新药产业指数收益率,被动指数型,E
516210.SH,银行股ETF,华安基金,股票型,20210903,0.5,0.1,中证银行指数收益率,被动指数型,E
501209.SH,富久食品饮料LOF,银华基金,混合型,20210903,1.5,0.25,中证食品饮料指数收益率*80%+中证港股通综合指数(人民币)收益率*10%+商业银行人民币活期存款利率(税后)*10%,混合型,E
159715.SZ,稀土ETF易方达,易方达基金,股票型,20210901,0.15,0.05,中证稀土产业指数收益率,被动指数型,E
159889.SZ,智能汽车ETF,国泰基金,股票型,20210901,0.5,0.1,中证智能汽车主题指数收益率,被动指数型,E
506008.SH,科创板长城,长城基金,混合型,20210901,1.5,0.25,中国战略新兴产业成份指数收益率*65%+中债总指数收益率*25%+中证港股通综合指数收益率(使用估值汇率折算)*10%,混合型,E
561600.SH,消费电子ETF,平安基金,股票型,20210830,0.5,0.1,中证消费电子主题指数收益率,被动指数型,E
560560.SH,泰康碳中和ETF,泰康基金,股票型,20210827,0.5,0.1,中证内地低碳经济主题指数收益率,被动指数型,E
516630.SH,云计算50ETF,华夏基金,股票型,20210824,0.5,0.1,中证云计算与大数据主题指数收益率,被动指数型,E
159763.SZ,新材料ETF基金,建信基金,股票型,20210819,0.5,0.1,中证新材料主题指数收益率,被动指数型,E
516640.SH,芯片龙头ETF,富国基金,股票型,20210819,0.5,0.1,中证芯片产业指数收益率,被动指数型,E
588390.SH,科创创业50ETF,博时基金,股票型,20210819,0.5,0.1,中证科创创业50指数收益率,被动指数型,E
561350.SH,国泰中证500ETF,国泰基金,股票型,20210818,0.5,0.1,中证500指数收益率,被动指数型,E
516790.SH,医疗保健ETF,华泰柏瑞基金,股票型,20210812,0.5,0.1,中证全指医疗保健设备与服务指数收益率,被动指数型,E
159732.SZ,消费电子ETF,华夏基金,股票型,20210812,0.5,0.1,国证消费电子主题指数收益率,被动指数型,E
561800.SH,稀有金属ETF基金,华富基金,股票型,20210811,0.5,0.1,中证稀有金属主题指数收益率,被动指数型,E
159875.SZ,新能源ETF,嘉实基金,股票型,20210809,0.5,0.1,中证新能源指数收益率,被动指数型,E
516290.SH,光伏ETF基金,汇添富基金,股票型,20210809,0.15,0.05,中证光伏产业指数收益率,被动指数型,E
159767.SZ,电池龙头ETF,兴银基金,股票型,20210806,0.5,0.1,国证新能源车电池指数收益率,被动指数型,E
516930.SH,生物科技ETF基金,民生加银基金,股票型,20210805,0.5,0.1,中证生物科技主题指数收益率,被动指数型,E
159713.SZ,稀土ETF,富国基金,股票型,20210805,0.5,0.1,中证稀土产业指数收益率,被动指数型,E
159840.SZ,锂电池ETF,工银瑞信基金,股票型,20210805,0.45,0.07,国证新能源车电池指数收益率,被动指数型,E
560660.SH,云50ETF,新华基金,股票型,20210805,0.5,0.1,中证云计算50指数收益率,被动指数型,E
560500.SH,500质量成长ETF,鹏扬基金,股票型,20210804,0.45,0.05,中证500质量成长指数收益率,被动指数型,E
516710.SH,新材料50ETF,华夏基金,股票型,20210804,0.5,0.1,中证新材料主题指数收益率,被动指数型,E
561910.SH,电池ETF,招商基金,股票型,20210804,0.5,0.1,中证电池主题指数收益率,被动指数型,E
517800.SH,人工智能50ETF,方正富邦基金,股票型,20210804,0.5,0.1,中证沪港深人工智能50指数收益率,被动指数型,E
513590.SH,香港消费ETF,鹏华基金,股票型,20210803,0.5,0.1,中证港股通消费主题指数收益率,被动指数型,E
517010.SH,沪港深500ETF指数,易方达基金,股票型,20210803,0.15,0.05,中证沪港深500指数收益率,被动指数型,E
159790.SZ,碳中和ETF,华夏基金,股票型,20210730,0.5,0.1,中证内地低碳经济主题指数收益率,被动指数型,E
159786.SZ,VRETF,银华基金,股票型,20210729,0.5,0.1,中证虚拟现实主题指数收益率,被动指数型,E
159864.SZ,光伏50ETF,国泰基金,股票型,20210728,0.5,0.1,中证光伏产业指数收益率,被动指数型,E
516920.SH,芯片ETF基金,汇添富基金,股票型,20210727,0.15,0.05,中证芯片产业指数收益率,被动指数型,E
517380.SH,创新药沪港深ETF,天弘基金,股票型,20210727,0.5,0.1,恒生沪深港创新药精选50指数收益率,被动指数型,E
516720.SH,ESGETF,浦银安盛基金,股票型,20210722,0.5,0.1,中证ESG120策略指数收益率,被动指数型,E
159838.SZ,医药ETF基金,博时基金,股票型,20210722,0.5,0.1,中证医药50指数收益率,被动指数型,E
516260.SH,物联网50ETF,华夏基金,股票型,20210722,0.5,0.1,中证物联网主题指数收益率,被动指数型,E
159757.SZ,电池30ETF,景顺长城基金,股票型,20210721,0.5,0.1,国证新能源车电池指数收益率,被动指数型,E
159752.SZ,新能源龙头ETF,申万菱信基金,股票型,20210720,0.5,0.1,中证内地新能源主题指数收益率,被动指数型,E
159710.SZ,智能电车ETF,建信基金,股票型,20210715,0.5,0.1,中证智能电动汽车指数收益率,被动指数型,E
159766.SZ,旅游ETF,富国基金,股票型,20210715,0.5,0.1,中证旅游主题指数收益率,被动指数型,E
516580.SH,新能源主题ETF,博时基金,股票型,20210715,0.5,0.1,中证新能源指数收益率,被动指数型,E
588060.SH,科创50ETF龙头,广发基金,股票型,20210715,0.5,0.1,上证科创板50成份指数收益率,被动指数型,E
516100.SH,互联网金融ETF,华夏基金,股票型,20210713,0.5,0.1,中证金融科技主题指数收益率,被动指数型,E
562880.SH,电池ETF基金,嘉实基金,股票型,20210713,0.5,0.1,中证电池主题指数收益率,被动指数型,E
513700.SH,香港医药ETF,鹏华基金,股票型,20210713,0.5,0.1,中证港股通医药卫生综合指数收益率,被动指数型,E
516270.SH,新能源50ETF,华安基金,股票型,20210709,0.5,0.1,中证内地新能源主题指数收益率,被动指数型,E
516890.SH,新材料ETF平安,平安基金,股票型,20210709,0.5,0.1,中证新材料主题指数收益率,被动指数型,E
159729.SZ,互联网ETF,汇添富基金,股票型,20210708,0.15,0.05,中证沪港深互联网指数收益率,被动指数型,E
159847.SZ,医疗50ETF,易方达基金,股票型,20210708,0.15,0.05,中证医疗指数收益率,被动指数型,E
517120.SH,沪港深创新药ETF,华泰柏瑞基金,股票型,20210708,0.5,0.1,中证沪港深创新药产业指数收益率,被动指数型,E
159720.SZ,智能电动车ETF,泰康基金,股票型,20210707,0.5,0.1,中证智能电动汽车指数收益率,被动指数型,E
561900.SH,沪深300ESGETF,招商基金,股票型,20210706,0.5,0.1,沪深300ESG基准指数收益率,被动指数型,E
159830.SZ,上海金ETF,天弘基金,商品型,20210706,0.5,0.1,上海黄金交易所上海金集中定价合约午盘基准价收益率,黄金现货合约,E
159747.SZ,香港科技ETF,南方基金,股票型,20210702,0.5,0.15,经估值汇率调整的中证香港科技指数收益率,被动指数型,E
588330.SH,双创龙头ETF,华宝基金,股票型,20210629,0.5,0.1,中证科创创业50指数收益率,被动指数型,E
159782.SZ,双创50ETF基金,银华基金,股票型,20210629,0.5,0.1,中证科创创业50指数收益率,被动指数型,E
588380.SH,创50ETF,富国基金,股票型,20210629,0.5,0.1,中证科创创业50指数收益率,被动指数型,E
588360.SH,科创创业ETF,国泰基金,股票型,20210629,0.5,0.1,中证科创创业50指数收益率,被动指数型,E
159781.SZ,双创50ETF,易方达基金,股票型,20210628,0.5,0.1,中证科创创业50指数收益率,被动指数型,E
588400.SH,双创50ETF,嘉实基金,股票型,20210625,0.5,0.1,中证科创创业50指数收益率,被动指数型,E
588300.SH,双创ETF,招商基金,股票型,20210625,0.5,0.1,中证科创创业50指数收益率,被动指数型,E
516830.SH,300ESGETF,富国基金,股票型,20210624,0.5,0.1,沪深300ESG基准指数收益率,被动指数型,E
159783.SZ,双创基金ETF,华夏基金,股票型,20210624,0.5,0.1,中证科创创业50指数收益率,被动指数型,E
159780.SZ,双创ETF,南方基金,股票型,20210624,0.5,0.1,中证科创创业50指数收益率,被动指数型,E
159859.SZ,生物医药ETF,天弘基金,股票型,20210624,0.5,0.1,国证生物医药指数收益率,被动指数型,E
588180.SH,科创50ETF基金,国联安基金,股票型,20210624,0.3,0.05,上证科创板50成份指数收益率,被动指数型,E
516970.SH,基建50ETF,广发基金,股票型,20210623,0.5,0.1,中证基建工程指数收益率,被动指数型,E
513980.SH,港股科技50ETF,景顺长城基金,股票型,20210621,0.5,0.1,中证港股通科技指数(人民币)指数收益率,被动指数型,E
517360.SH,沪港深科技ETF,华安基金,股票型,20210618,0.5,0.1,中证沪港深科技100指数收益率,被动指数型,E
159709.SZ,物联网ETF工银,工银瑞信基金,股票型,20210618,0.45,0.07,深证物联网50指数收益率,被动指数型,E
159716.SZ,深创100ETF,华宝基金,股票型,20210618,0.5,0.1,深证创新100指数收益率,被动指数型,E
159899.SZ,软件龙头ETF,招商基金,股票型,20210618,0.5,0.1,中证全指软件指数收益率,被动指数型,E
159708.SZ,红利ETF,西部利得基金,股票型,20210618,0.4,0.08,深证红利指数收益率,被动指数型,E
510990.SH,180ESGETF,工银瑞信基金,股票型,20210618,0.45,0.1,中证180ESG指数收益率,被动指数型,E
561500.SH,漂亮50ETF,华泰柏瑞基金,股票型,20210617,0.5,0.1,中证企业核心竞争力50指数收益率,被动指数型,E
159881.SZ,有色60ETF,国泰基金,股票型,20210617,0.5,0.1,中证有色金属指数收益率,被动指数型,E
159721.SZ,深创龙头ETF,永赢基金,股票型,20210617,0.15,0.05,深证创新100指数收益率,被动指数型,E
513860.SH,港股通科技ETF,海富通基金,股票型,20210617,0.5,0.1,中证港股通科技指数收益率,被动指数型,E
159872.SZ,智能网联汽车ETF,鹏华基金,股票型,20210616,0.5,0.1,中证车联网主题指数收益率,被动指数型,E
516980.SH,证券ETF先锋,华富基金,股票型,20210615,0.5,0.1,中证证券公司先锋策略指数收益率,被动指数型,E
159755.SZ,电池ETF,广发基金,股票型,20210615,0.5,0.1,国证新能源车电池指数收益率,被动指数型,E
159725.SZ,线上消费ETF,工银瑞信基金,股票型,20210611,0.45,0.07,中证线上消费主题指数收益率,被动指数型,E
159745.SZ,建材ETF,国泰基金,股票型,20210609,0.5,0.1,中证全指建筑材料指数收益率,被动指数型,E
516820.SH,医疗创新ETF,平安基金,股票型,20210609,0.5,0.1,中证医药及医疗器械创新指数收益率,被动指数型,E
516570.SH,化工行业ETF,易方达基金,股票型,20210609,0.15,0.05,中证石化产业指数收益率,被动指数型,E
516650.SH,有色50ETF,华夏基金,股票型,20210609,0.5,0.1,中证细分有色金属产业主题指数收益率,被动指数型,E
513360.SH,教育ETF,博时基金,股票型,20210608,0.5,0.15,中证全球中国教育主题指数(人民币)收益率,被动指数型,E
508056.SH,中金普洛斯REIT,中金基金,REITs,20210607,0.7,0.01,,,E
508027.SH,东吴苏园产业REIT,东吴基金,REITs,20210607,0.15,0.01,,,E
180301.SZ,红土盐田港REIT,红土创新基金,REITs,20210607,0.3,0.01,,,E
508001.SH,浙商沪杭甬REIT,浙商资管,REITs,20210607,0.125,0.01,,,E
180101.SZ,博时蛇口产园REIT,博时基金,REITs,20210607,0.15,0.015,,,E
508006.SH,富国首创水务REIT,富国基金,REITs,20210607,0.1,0.01,,,E
180201.SZ,平安广州广河REIT,平安基金,REITs,20210607,0.115,0.03,,,E
508000.SH,华安张江光大REIT,华安基金,REITs,20210607,0.55,0.01,,,E
180801.SZ,中航首钢绿能REIT,中航基金,REITs,20210607,0.1,0.05,,,E
516380.SH,智能电动车ETF,华宝基金,股票型,20210604,0.5,0.1,中证智能电动汽车指数收益率,被动指数型,E
516390.SH,新能源汽车ETF,汇添富基金,股票型,20210603,0.15,0.05,中证新能源汽车产业指数收益率,被动指数型,E
516910.SH,物流ETF,富国基金,股票型,20210603,0.5,0.1,中证现代物流指数收益率,被动指数型,E
159891.SZ,医疗ETF基金,建信基金,股票型,20210527,0.5,0.1,中证全指医疗保健设备与服务指数收益率,被动指数型,E
159898.SZ,器械ETF,招商基金,股票型,20210527,0.5,0.1,中证全指医疗器械指数收益率,被动指数型,E
516480.SH,新材料ETF基金,国联安基金,股票型,20210527,0.5,0.1,中证新材料主题指数收益率,被动指数型,E
516320.SH,高端装备ETF,华夏基金,股票型,20210527,0.5,0.1,中证装备产业指数收益率,被动指数型,E
159703.SZ,新材料ETF,天弘基金,股票型,20210527,0.5,0.1,中证新材料主题指数收益率,被动指数型,E
159741.SZ,恒生科技ETF基金,嘉实基金,股票型,20210526,0.6,0.1,恒生科技指数收益率(使用估值汇率折算),被动指数型,E
159735.SZ,港股消费ETF,银华基金,股票型,20210525,0.5,0.1,中证港股通消费主题指数收益率,被动指数型,E
513130.SH,恒生科技ETF,华泰柏瑞基金,股票型,20210524,0.2,0.05,恒生科技指数收益率(使用估值汇率折算),被动指数型,E
517350.SH,中概科技ETF,广发基金,股票型,20210520,0.5,0.1,中证沪港深科技龙头指数收益率,被动指数型,E
516310.SH,银行ETF易方达,易方达基金,股票型,20210520,0.15,0.05,中证银行指数收益率,被动指数型,E
513580.SH,恒生科技ETF基金,华安基金,股票型,20210520,0.5,0.1,恒生科技指数收益率(经汇率调整后),被动指数型,E
513010.SH,恒生科技30ETF,易方达基金,股票型,20210518,0.2,0.05,恒生科技指数收益率(使用估值汇率折算),被动指数型,E
159740.SZ,恒生科技ETF,大成基金,股票型,20210518,0.5,0.1,恒生科技指数收益率,被动指数型,E
513180.SH,恒生科技指数ETF,华夏基金,股票型,20210518,0.5,0.15,恒生科技指数收益率(使用估值汇率折算),被动指数型,E
